tv_series,tv_seriesLabel,start_year,end_year,subjectLabel
http://www.wikidata.org/entity/Q113993929,Reasonable Doubt,2022,,супружеская измена
http://www.wikidata.org/entity/Q113993929,Reasonable Doubt,2022,,Sexual harassment in the US workplace
http://www.wikidata.org/entity/Q116871502,Metissen van België,,,Metis of Belgium
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024,,любовь
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024,,семья
http://www.wikidata.org/entity/Q117600848,Getting Dirty in Japan,,,Япония
http://www.wikidata.org/entity/Q117600848,Getting Dirty in Japan,,,путешествие
http://www.wikidata.org/entity/Q116007300,Слабый герой,2022,,травля
http://www.wikidata.org/entity/Q119716921,In Concert,,,концерт
http://www.wikidata.org/entity/Q116947957,The Night Manager,,,военная промышленность
http://www.wikidata.org/entity/Q114596707,Queer for Fear: The History of Queer Horror,,,фильм ужасов
http://www.wikidata.org/entity/Q116386275,Обречённые на славу,2024,,гонки колесниц
http://www.wikidata.org/entity/Q114596707,Queer for Fear: The History of Queer Horror,,,история кино
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024,,Реформистский иудаизм
http://www.wikidata.org/entity/Q116007300,Слабый герой,2022,,Насилие в школах
http://www.wikidata.org/entity/Q115697328,"Pubertat - Secrets, Lies, and Human Castles",2025,,межличностные отношения
http://www.wikidata.org/entity/Q114554430,Тёмная материя,2024,,межпространственное путешествие
http://www.wikidata.org/entity/Q116373886,Законники: Басс Ривз,2023,,Басс Ривз
http://www.wikidata.org/entity/Q116700340,Passion for Punchlines,,,Масаясу Вакабаяси
http://www.wikidata.org/entity/Q114956987,The Future Of,,,технология
http://www.wikidata.org/entity/Q114956987,The Future Of,,,футуризм
http://www.wikidata.org/entity/Q114956987,The Future Of,,,автоматизация
http://www.wikidata.org/entity/Q116386275,Обречённые на славу,2024,,Династия Флавиев
http://www.wikidata.org/entity/Q115004119,Human: The World Within,,,человек
http://www.wikidata.org/entity/Q115697328,"Pubertat - Secrets, Lies, and Human Castles",2025,,сексуальное злоупотребление
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024,,гиюр
http://www.wikidata.org/entity/Q115701488,Voices of Liberation,2022,,Liberation Route Europe
http://www.wikidata.org/entity/Q115272191,A Király,2022,,Jimmy Zámbó
http://www.wikidata.org/entity/Q116007300,Слабый герой,2022,,Моббинг
http://www.wikidata.org/entity/Q114839801,Q114839801,,,Авиакатастрофа в Амстердаме 4 октября 1992 года
http://www.wikidata.org/entity/Q115631788,Sans rendez-vous,2021,,сексология
http://www.wikidata.org/entity/Q115621850,"FC Barcelona, A New Era",2022,,Барселона
http://www.wikidata.org/entity/Q114232376,The Secret of Skinwalker Ranch,,,Ранчо Скинуокер
http://www.wikidata.org/entity/Q115688754,Q115688754,,,property speculation
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,2024,,еврейская культура
http://www.wikidata.org/entity/Q117195449,Hoping,,,2003 SARS outbreak in Taiwan
http://www.wikidata.org/entity/Q115789849,Q115789849,,,история
http://www.wikidata.org/entity/Q114766504,Merchants of the Wild,,,аборигенный
http://www.wikidata.org/entity/Q115608857,Alloo in Foreign Jails,,,тюрьма
http://www.wikidata.org/entity/Q118288796,Scam Interceptors,2022,,интернет-мошенничество
http://www.wikidata.org/entity/Q114596707,Queer for Fear: The History of Queer Horror,,,LGBTQ+ themes in horror fiction
http://www.wikidata.org/entity/Q115470576,They all came out to Montreux,,,Клод Нобс
http://www.wikidata.org/entity/Q115698260,Q115698260,,,Alfons Quintà i Sadurní
http://www.wikidata.org/entity/Q110727807,Ties of Blood,,,Конфликт в Северной Ирландии
http://www.wikidata.org/entity/Q112108191,George Carlin's American Dream,,,Джордж Карлин
http://www.wikidata.org/entity/Q111938320,Trump Takes on the World,,,foreign policy of the Donald Trump administration
http://www.wikidata.org/entity/Q110293939,1985,2023,,Brabant killers
http://www.wikidata.org/entity/Q110442913,Lost Treasures of Egypt,2019,,египтология
http://www.wikidata.org/entity/Q111264163,Q111264163,2022,,Banco Central burglary at Fortaleza
http://www.wikidata.org/entity/Q112123869,Love on the Spectrum U.S.,2022,,поиск партнёра
http://www.wikidata.org/entity/Q111945340,Spice Girls: How Girl Power Changed Britain,,,Spice Girls
http://www.wikidata.org/entity/Q110442913,Lost Treasures of Egypt,2019,,Древний Египет
http://www.wikidata.org/entity/Q112075217,Rebel,,,борьба
http://www.wikidata.org/entity/Q112075217,Rebel,,,наркоторговля
http://www.wikidata.org/entity/Q113040008,All or Nothing: Arsenal,,,футбол
http://www.wikidata.org/entity/Q111264125,Bad Vegan: Fame. Fraud. Fugitives.,2022,,Pure Food and Wine
http://www.wikidata.org/entity/Q111377804,Chernobyl,2022,,авария на Чернобыльской АЭС
http://www.wikidata.org/entity/Q111908497,Teppachi,,,Сухопутные силы самообороны Японии
http://www.wikidata.org/entity/Q110130831,All or Nothing: Juventus,,,Ювентус
http://www.wikidata.org/entity/Q113147160,Bush Tucker Man,,,bushcraft
http://www.wikidata.org/entity/Q111845576,Pysäyttäkää Nyqvist,2022,,гибридная война
http://www.wikidata.org/entity/Q110907998,Q110907998,2021,,Q3275090
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,любовь
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,одиночество
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,соблазнение
http://www.wikidata.org/entity/Q111620989,Q111620989,2017,,Clinton Young
http://www.wikidata.org/entity/Q113005282,Хватит!,,,насилие над женщинами
http://www.wikidata.org/entity/Q112915692,The Larry David Story,,,Ларри Дэвид
http://www.wikidata.org/entity/Q112066751,The Hitler Chronicles,2018,,Адольф Гитлер
http://www.wikidata.org/entity/Q113504488,Goodbye Earth,2024,,конец света
http://www.wikidata.org/entity/Q113407125,Tú no eres especial,2022,,колдовство
http://www.wikidata.org/entity/Q113144658,Welcome to Wrexham,,,Рексем
http://www.wikidata.org/entity/Q111620989,Q111620989,2017,,Смертная казнь в США
http://www.wikidata.org/entity/Q113993929,Reasonable Doubt,2022,,убийство
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,романтическая любовь
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,Тиндер
http://www.wikidata.org/entity/Q110446316,Сделано в Финляндии,2022,,Nokia 101
http://www.wikidata.org/entity/Q111264125,Bad Vegan: Fame. Fraud. Fugitives.,2022,,Sarma Melngailis
http://www.wikidata.org/entity/Q111573299,Migrations secrètes,2018,,миграция птиц
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,ЛГБТ
http://www.wikidata.org/entity/Q113457359,Schickeria - Als München noch sexy war,,,Schickeria
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,Scruff
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,Grindr
http://www.wikidata.org/entity/Q110501166,Anne,,,Трагедия на Хиллсборо
http://www.wikidata.org/entity/Q113624698,Svona fólk,,,LGBT history in Iceland
http://www.wikidata.org/entity/Q113077778,Q113077778,2019,,Коралловый треугольник
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,Поколение Y
http://www.wikidata.org/entity/Q112528887,Geomapping Love,2022,,приложение для знакомств
http://www.wikidata.org/entity/Q110446316,Сделано в Финляндии,2022,,history of Nokia
http://www.wikidata.org/entity/Q112675643,Estonia,2023,,катастрофа
http://www.wikidata.org/entity/Q113560805,BLK: An Origin Story,,,Афроканадцы
http://www.wikidata.org/entity/Q111524241,Q111524241,1998,,политика
http://www.wikidata.org/entity/Q111291001,Make badminton great again,,,бадминтон
http://www.wikidata.org/entity/Q113097919,Nick on the Rocks,2017,,геология
http://www.wikidata.org/entity/Q110644362,Irabazi Arte,2022,,женский футбол
http://www.wikidata.org/entity/Q113448338,The Most Hated Man on the Internet,,,Hunter Moore
http://www.wikidata.org/entity/Q113448338,The Most Hated Man on the Internet,,,Is Anyone Up?
http://www.wikidata.org/entity/Q110907998,Q110907998,2021,,национальное достояние
http://www.wikidata.org/entity/Q113961803,Dahan,2022,,мифология
http://www.wikidata.org/entity/Q113961803,Dahan,2022,,рационализм
http://www.wikidata.org/entity/Q113961803,Dahan,2022,,рациональность
http://www.wikidata.org/entity/Q113961803,Dahan,2022,,скептицизм
http://www.wikidata.org/entity/Q113961803,Dahan,2022,,культурное наследие
http://www.wikidata.org/entity/Q112075217,Rebel,,,кислотная атака
http://www.wikidata.org/entity/Q111450571,Suomineidot,,,национализм
http://www.wikidata.org/entity/Q111654578,Q111654578,2021,,LEGO
http://www.wikidata.org/entity/Q113540684,Шпион среди друзей,,,Кембриджская пятёрка
http://www.wikidata.org/entity/Q113147160,Bush Tucker Man,,,Бушфуд
http://www.wikidata.org/entity/Q112675643,Estonia,2023,,Эстония
http://www.wikidata.org/entity/Q111702280,Jukka Lindströmin Sivuhistoria,2022,,общество
http://www.wikidata.org/entity/Q111610211,Our Great National Parks,2022,,национальный парк
http://www.wikidata.org/entity/Q111702280,Jukka Lindströmin Sivuhistoria,2022,,2020s in Finland
http://www.wikidata.org/entity/Q112841711,Q112841711,2022,,творчество
http://www.wikidata.org/entity/Q111221165,Flowers Bloom in Spring,,,народная песня
http://www.wikidata.org/entity/Q111181230,Shirley Bassey,,,Ширли Бэсси
http://www.wikidata.org/entity/Q110609471,Q110609471,,,Q108305178
http://www.wikidata.org/entity/Q110391338,The Oil Fund,2018,,Oil Fund
http://www.wikidata.org/entity/Q112118733,The 7 Lives of Lea,2022,,судьба
http://www.wikidata.org/entity/Q111291001,Make badminton great again,,,Спорт в Дании
http://www.wikidata.org/entity/Q111472781,Inside Scientology,,,Церковь Саентологии
http://www.wikidata.org/entity/Q111211875,Of Money and Blood,2023,,Carbon Tax Fraud in France
http://www.wikidata.org/entity/Q111211875,Of Money and Blood,2024,,Carbon Tax Fraud in France
http://www.wikidata.org/entity/Q111522839,Suits,,,юрист
http://www.wikidata.org/entity/Q112073336,Big Food,,,приём пищи
http://www.wikidata.org/entity/Q113558387,Safi Salina,2022,,развод
http://www.wikidata.org/entity/Q110936240,Untold Arctic Wars,2022,,Arctic naval operations of World War II
http://www.wikidata.org/entity/Q112112775,A to Z: The First Alphabet & How Writing Changed the World,,,письмо
http://www.wikidata.org/entity/Q111908497,Teppachi,,,Self-Defense Official Cadet
http://www.wikidata.org/entity/Q112124607,Last King of the Cross,2023,,Kings Cross
http://www.wikidata.org/entity/Q112118733,The 7 Lives of Lea,2022,,путешествие во времени
http://www.wikidata.org/entity/Q112123869,Love on the Spectrum U.S.,2022,,расстройство аутистического спектра
http://www.wikidata.org/entity/Q111271539,The Virus that Shook the World,,,пандемия COVID-19
http://www.wikidata.org/entity/Q112132410,Planet Chef,2019,,кухня
http://www.wikidata.org/entity/Q111845576,Pysäyttäkää Nyqvist,2022,,шпионаж
http://www.wikidata.org/entity/Q112124607,Last King of the Cross,2023,,John Ibrahim
http://www.wikidata.org/entity/Q111271539,The Virus that Shook the World,,,COVID-19 pandemic lockdown
http://www.wikidata.org/entity/Q111953796,Nightwatch,2015,,экстренная служба
http://www.wikidata.org/entity/Q111271539,The Virus that Shook the World,,,Протесты против антиковидных ограничений
http://www.wikidata.org/entity/Q110936240,Untold Arctic Wars,2022,,Geopolitics of the Arctic
http://www.wikidata.org/entity/Q111211875,Of Money and Blood,2023,,кредит углерода
http://www.wikidata.org/entity/Q111211875,Of Money and Blood,2024,,кредит углерода
http://www.wikidata.org/entity/Q111271539,The Virus that Shook the World,,,impact of the COVID-19 pandemic
http://www.wikidata.org/entity/Q112841711,Q112841711,2022,,межпоколенчество
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,,,Мексика
http://www.wikidata.org/entity/Q121271568,VIKTORIA,,,Виктория Кёльн
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Сардиния
http://www.wikidata.org/entity/Q121816805,Tout pour Agnès,,,исчезновение Агнес Леру
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,plan de vida
http://www.wikidata.org/entity/Q124377041,Preaching Evil: A Wife on the Run with Warren Jeffs,,,Уоррен Джеффс
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Икария
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Никоя
http://www.wikidata.org/entity/Q124287413,Q124287413,,,Веймарская республика
http://www.wikidata.org/entity/Q121079832,Positive,,,HIV-positive men
http://www.wikidata.org/entity/Q124544741,Основная цель,2025,,теорема о распределении простых чисел
http://www.wikidata.org/entity/Q120477925,How to Become a Cult Leader,2023,,лидер культа
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,,,Греция
http://www.wikidata.org/entity/Q124651108,The Pirate Bay,2024,,The Pirate Bay
http://www.wikidata.org/entity/Q121079832,Positive,,,социальная стигматизация
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Икигай
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Голубая зона
http://www.wikidata.org/entity/Q124544741,Основная цель,2025,,prime number pattern
http://www.wikidata.org/entity/Q121769167,Our Land,,,Нью-Мексико
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,,,дрэг-квин
http://www.wikidata.org/entity/Q121435734,The King with Two Faces,2023,,Карл XVI Густав
http://www.wikidata.org/entity/Q123895866,Александр: Создание бога,2024,,Александр Македонский
http://www.wikidata.org/entity/Q122125102,Q122125102,2023,,Сальвадор Альенде
http://www.wikidata.org/entity/Q120156089,Q120156089,,,глобальное потепление
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,мощи
http://www.wikidata.org/entity/Q122971869,First Ladies of Hip-Hop,,,Mercedes Ladies
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Розарио Ливатино
http://www.wikidata.org/entity/Q122919288,Einsatzgruppen: The Nazi Death Squads,,,Айнзацгруппы
http://www.wikidata.org/entity/Q122851178,Q122851178,2018,,реалити-телевидение
http://www.wikidata.org/entity/Q122538942,Kungen och jag,,,Карл XVI Густав
http://www.wikidata.org/entity/Q123179662,Take Us Home: Leeds United,,,Лидс Юнайтед
http://www.wikidata.org/entity/Q123375295,Love Has Won: The Cult of Mother God,,,Amy Carlson
http://www.wikidata.org/entity/Q123375295,Love Has Won: The Cult of Mother God,,,Love Has Won
http://www.wikidata.org/entity/Q123115335,Escaping Twin Flames,,,Twin Flames Universe
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Терновый венец
http://www.wikidata.org/entity/Q124567906,Nemesis,,,премьер-министр Австралии
http://www.wikidata.org/entity/Q122971869,First Ladies of Hip-Hop,,,Сильвиа Робинсон
http://www.wikidata.org/entity/Q123400067,Auschwitz in 33 Objects,2021,,национальное достояние
http://www.wikidata.org/entity/Q124485743,Ничего не говори,2024,,Ирландская республиканская армия
http://www.wikidata.org/entity/Q121335177,Epic Yellowstone,2019,,Йеллоустонский национальный парк
http://www.wikidata.org/entity/Q124382178,Deep,,,путешествие во времени в художественных произведениях
http://www.wikidata.org/entity/Q123400067,Auschwitz in 33 Objects,2021,,концлагерь Освенцим
http://www.wikidata.org/entity/Q123385912,The Railway Men: The Untold Story of Bhopal 1984,,,Бхопальская катастрофа
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Holy Chalice
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Manoppello Image
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Туринская плащаница
http://www.wikidata.org/entity/Q123690397,Мистер Бейтс против почты,,,British Post Office scandal
http://www.wikidata.org/entity/Q121366116,Aufgestaut,2023,,Last Generation
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,религиозная вера
http://www.wikidata.org/entity/Q123944407,Karmma Calling,,,месть
http://www.wikidata.org/entity/Q124303956,Q124303956,2024,,Peter Mangs
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,,,Животворящий Крест
http://www.wikidata.org/entity/Q124317144,NRK's Christmas calendar,1989,,Рождество Христово
http://www.wikidata.org/entity/Q123348660,Amazing - Fabio De Luigi,,,Фабио Де Луиджи
http://www.wikidata.org/entity/Q123011093,Q123011093,,,Берлин
http://www.wikidata.org/entity/Q124485743,Ничего не говори,2024,,Конфликт в Северной Ирландии
http://www.wikidata.org/entity/Q124155708,Linda,2023,,Linda Brava
http://www.wikidata.org/entity/Q121366116,Aufgestaut,2023,,дорожный затор
http://www.wikidata.org/entity/Q123024565,Infamy,2023,,цыгане
http://www.wikidata.org/entity/Q124433608,Kotka 10,2023,,Q11873976
http://www.wikidata.org/entity/Q120629479,Muscles & Mayhem: An Unauthorized Story of American Gladiators,,,American Gladiators
http://www.wikidata.org/entity/Q123527509,Being Jan Ullrich,,,Ян Ульрих
http://www.wikidata.org/entity/Q123527447,Jan Ullrich - Der Gejagte,,,Ян Ульрих
http://www.wikidata.org/entity/Q123563382,Q123563382,,,усыновление
http://www.wikidata.org/entity/Q123024873,Суперсекс,2024,,Рокко Сиффреди
http://www.wikidata.org/entity/Q122810856,Börje – The Journey of a Legend,2023,,Бёрье Сальминг
http://www.wikidata.org/entity/Q119854041,Angel City,,,Эйнджел Сити
http://www.wikidata.org/entity/Q123944011,The Bequeathed,2024,,убийство
http://www.wikidata.org/entity/Q123944011,The Bequeathed,2024,,шаманизм
http://www.wikidata.org/entity/Q124326466,Freedom At Midnight,,,Раздел Британской Индии
http://www.wikidata.org/entity/Q124447212,Землевладелец,2024,,нефть
http://www.wikidata.org/entity/Q124389925,Het monster van groep 3,,,Karbonkel
http://www.wikidata.org/entity/Q123298370,Q123298370,,,пространственное планирование
http://www.wikidata.org/entity/Q124449005,God Save Texas,,,Техас
http://www.wikidata.org/entity/Q121668421,Raul Seixas: Metamorfose Ambulante,,,Raul Seixas
http://www.wikidata.org/entity/Q124635404,PATTY,,,Patty Brard
http://www.wikidata.org/entity/Q124389925,Het monster van groep 3,,,Ik Mik Loreland
http://www.wikidata.org/entity/Q122491783,Wrestlers,2023,,Ohio Valley Wrestling
http://www.wikidata.org/entity/Q124389925,Het monster van groep 3,,,childhood fear
http://www.wikidata.org/entity/Q120798885,MerPeople,,,mermaiding
http://www.wikidata.org/entity/Q123944011,The Bequeathed,2024,,завещательный отказ
http://www.wikidata.org/entity/Q124635387,Q124635387,,,Camille
http://www.wikidata.org/entity/Q124496493,Shut Up,,,культура согласия
http://www.wikidata.org/entity/Q121288516,The Franchise,2019,,Канзас-Сити Чифс
http://www.wikidata.org/entity/Q123298370,Q123298370,,,градостроительное проектирование
http://www.wikidata.org/entity/Q124447212,Землевладелец,2024,,мексиканский картель
http://www.wikidata.org/entity/Q124652049,Q124652049,2024,,вымышленная спортивная команда
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,долголетие
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,путешествие
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,образ жизни
http://www.wikidata.org/entity/Q124048015,The Stolen Girl,2025,,похищение человека
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Окинава
http://www.wikidata.org/entity/Q122199878,Live to 100: Secrets of the Blue Zones,,,Сингапур
http://www.wikidata.org/entity/Q124544741,Основная цель,2025,,Агентство национальной безопасности
http://www.wikidata.org/entity/Q124034153,Jo mai mai,2024,,детский лагерь
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,,,Япония
http://www.wikidata.org/entity/Q121289446,Hinatazaka ni Narimashō,,,Hinatazaka46
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,,,Индия
http://www.wikidata.org/entity/Q125176410,Q125176410,,,имущество
http://www.wikidata.org/entity/Q126127460,Q126127460,2021,,Гражданская война в Китае
http://www.wikidata.org/entity/Q125570544,M. Son of the Century,2025,,Бенито Муссолини
http://www.wikidata.org/entity/Q125421696,The Huddle – inside FC Bayern Basketball,,,Бавария
http://www.wikidata.org/entity/Q125206942,White Cat Legend,,,Court of Judicature and Revision
http://www.wikidata.org/entity/Q125345247,Q125345247,,,Tor
http://www.wikidata.org/entity/Q130273584,She and Her Girls,2024,,образование
http://www.wikidata.org/entity/Q124685045,Q124685045,2024,,фальшивые новости
http://www.wikidata.org/entity/Q130273584,She and Her Girls,2024,,rural education
http://www.wikidata.org/entity/Q130275193,The Secret Lives of Mormon Wives,2024,,сплетни
http://www.wikidata.org/entity/Q129172076,Secret World of Sound,,,слон
http://www.wikidata.org/entity/Q125122358,Anthracite,2024,,инцест
http://www.wikidata.org/entity/Q124853163,Q124853163,2024,,искусственный интеллект
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,добрачный секс
http://www.wikidata.org/entity/Q125038077,Seven Years of War,,,Имджинская война
http://www.wikidata.org/entity/Q130485111,Дом Давида,2025,,Давид
http://www.wikidata.org/entity/Q130316944,Wingman,,,токусацу
http://www.wikidata.org/entity/Q130275193,The Secret Lives of Mormon Wives,2024,,Мормоны
http://www.wikidata.org/entity/Q125122358,Anthracite,2024,,харизматический культ
http://www.wikidata.org/entity/Q126708377,The Ghost Writer's Wife,2025,,Лафкадио Хирн
http://www.wikidata.org/entity/Q125020357,Elkhorn,2024,,Теодор Рузвельт
http://www.wikidata.org/entity/Q125102683,Inside SG Flensburg-Handewitt,,,Фленсбург-Хандевитт
http://www.wikidata.org/entity/Q127025599,Q127025599,2024,,international fronton
http://www.wikidata.org/entity/Q126708377,The Ghost Writer's Wife,2025,,Setsu Koizumi
http://www.wikidata.org/entity/Q130286758,Billionaire Island,2024,,Frøya
http://www.wikidata.org/entity/Q126127460,Q126127460,2021,,Корейская война
http://www.wikidata.org/entity/Q125545435,A Brief History of the Future,,,будущее человечества
http://www.wikidata.org/entity/Q129900400,K-Pop Idols,2024,,K-pop
http://www.wikidata.org/entity/Q130244547,Восстание воронов,,,Османо-венгерские войны
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,неблагополучная семья
http://www.wikidata.org/entity/Q125816608,Clipped,2024,,2013–14 Los Angeles Clippers season
http://www.wikidata.org/entity/Q126178810,ME:I no Yumemitai!,,,Me:I
http://www.wikidata.org/entity/Q124656799,Happiness,,,Pouria Takavar
http://www.wikidata.org/entity/Q130463111,Turkey's Giant Structures,,,мегаструктура
http://www.wikidata.org/entity/Q127025599,Q127025599,2024,,Valencian pilota
http://www.wikidata.org/entity/Q125970953,"Ashley Madison: Sex, Lies & Scandal",,,Ashley Madison data breach
http://www.wikidata.org/entity/Q127025599,Q127025599,2024,,Sacha Kruithof Perelló
http://www.wikidata.org/entity/Q126127460,Q126127460,2021,,японо-китайская война
http://www.wikidata.org/entity/Q124669077,Jerrod Carmichael Reality Show,2024,,Джеррод Кармайкл
http://www.wikidata.org/entity/Q124710373,The Indrani Mukerjea Story: Buried Truth,,,Sheena Bora
http://www.wikidata.org/entity/Q126205353,Q126205353,2024,,Q20899617
http://www.wikidata.org/entity/Q128213356,Bnat Lahdid,2024,,металлолом
http://www.wikidata.org/entity/Q128213356,Bnat Lahdid,2024,,предательство
http://www.wikidata.org/entity/Q125816608,Clipped,2024,,Donald Sterling
http://www.wikidata.org/entity/Q130273584,She and Her Girls,2024,,женский пол
http://www.wikidata.org/entity/Q125912498,"Mud, Sweat and Tears: Premiership Rugby",,,Чемпионат Англии по регби
http://www.wikidata.org/entity/Q128448413,Popular Science's Future of,2009,,будущее
http://www.wikidata.org/entity/Q130244547,Восстание воронов,,,Янош Хуньяди
http://www.wikidata.org/entity/Q126097453,Q126097453,,,Барт Де Пау
http://www.wikidata.org/entity/Q125400746,All That She Wants,,,Ace of Base
http://www.wikidata.org/entity/Q124737819,The Outreau Case: A French Nightmare,,,Outreau trial
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,коррупция
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,мошенничество
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,служба в полиции
http://www.wikidata.org/entity/Q130273584,She and Her Girls,2024,,старшая школа
http://www.wikidata.org/entity/Q130286758,Billionaire Island,2024,,аквакультура лососёвых
http://www.wikidata.org/entity/Q127433373,Maquis a les muntanyes de Prades,,,Маки
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,экологическое преступление
http://www.wikidata.org/entity/Q125975025,Ageless Gardens,2018,,садоводство
http://www.wikidata.org/entity/Q126097453,Q126097453,,,сексуальный проступок
http://www.wikidata.org/entity/Q126180270,Carlos Alcaraz: My Way,,,Карлос Алькарас
http://www.wikidata.org/entity/Q129530905,Koha,,,маори
http://www.wikidata.org/entity/Q124882343,Завет: История Моисея,2024,,Десять заповедей
http://www.wikidata.org/entity/Q125760082,Hollywood Con Queen,2024,,Hollywood Con Queen scam
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,отмывание денег
http://www.wikidata.org/entity/Q130286758,Billionaire Island,2024,,неблагополучная семья
http://www.wikidata.org/entity/Q127433373,Maquis a les muntanyes de Prades,,,Anti-Partisan War in Spain
http://www.wikidata.org/entity/Q126894725,The Man with 1000 Kids,2024,,Jonathan Jacob Meijer
http://www.wikidata.org/entity/Q126287763,The Black Swan,,,незаконный мотоклуб
http://www.wikidata.org/entity/Q127947386,Beyond the Ether,,,футурология
http://www.wikidata.org/entity/Q127947386,Beyond the Ether,,,астрономия
http://www.wikidata.org/entity/Q124994972,Король и завоеватель,2025,,Гарольд II Годвинсон
http://www.wikidata.org/entity/Q129261572,Universal Basic Guys,2024,,безусловный основной доход
http://www.wikidata.org/entity/Q125960044,Last to Brake,2024,,Ярно Сааринен
http://www.wikidata.org/entity/Q128213356,Bnat Lahdid,2024,,неблагополучная семья
http://www.wikidata.org/entity/Q127740487,Cowboy Cartel,,,Лос-Зетас
http://www.wikidata.org/entity/Q124994972,Король и завоеватель,2025,,Вильгельм I Завоеватель
http://www.wikidata.org/entity/Q128210937,Black Hands,,,Дэвид Бэйн
http://www.wikidata.org/entity/Q129530905,Koha,,,культура маори
http://www.wikidata.org/entity/Q127947386,Beyond the Ether,,,история науки
http://www.wikidata.org/entity/Q126871488,Q126871488,,,история Кореи
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,изнасилование
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,инцест
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,наркоторговля
http://www.wikidata.org/entity/Q128797476,Dar Nsa,2024,,педофилия
http://www.wikidata.org/entity/Q125449094,The Hijacking of Flight 601,2024,,SAM Colombia Flight 601
http://www.wikidata.org/entity/Q127740487,Cowboy Cartel,,,американская верховая лошадь
http://www.wikidata.org/entity/Q127740487,Cowboy Cartel,,,All American Futurity
http://www.wikidata.org/entity/Q124880139,Tracking Thabo Bester,,,Thabo Bester
http://www.wikidata.org/entity/Q128855929,Historias de la Virgen Morena,,,религия
http://www.wikidata.org/entity/Q124880139,Tracking Thabo Bester,,,Nandipha Magudumana
http://www.wikidata.org/entity/Q125020373,ABBA: Against the Odds,2024,,ABBA
http://www.wikidata.org/entity/Q125130750,Киллербот,2025,,Murderbot
http://www.wikidata.org/entity/Q126127460,Q126127460,2021,,Мао Цзэдун
http://www.wikidata.org/entity/Q127919404,Декстер: Воскрешение,2025,,серийный убийца
http://www.wikidata.org/entity/Q130316944,Wingman,,,супергерой
http://www.wikidata.org/entity/Q129172076,Secret World of Sound,,,звук
http://www.wikidata.org/entity/Q129172076,Secret World of Sound,,,природа
http://www.wikidata.org/entity/Q129172076,Secret World of Sound,,,сурикат
http://www.wikidata.org/entity/Q124800329,Why Men Don't Iron,,,sex differences in cognition
http://www.wikidata.org/entity/Q132897293,Animals in Love,,,поведение животных
http://www.wikidata.org/entity/Q131304176,Q131304176,2024,,Мария Пасечникова
